id,x,y
459,43.212967,131.94878,
460,43.206993,131.938556,
461,43.207523,131.940773,
462,43.201559,131.923016,
463,43.217526,131.963249,
464,43.215464,131.963015,
465,43.213291,131.962224,
466,43.210825,131.962089,
467,43.212543,131.956647,
468,43.20306,131.952318,
469,43.209586,131.952754,
470,43.202091,131.938692,
471,43.194239,131.932202,
472,43.198119,131.940193,
473,43.191982,131.922716,
474,43.171048,131.917809,
475,43.177054,131.919662,
476,43.176867,131.92133,
477,43.177745,131.922906,
478,43.172624,131.92362,
479,43.176691,131.927155,
480,43.172431,131.939253,
481,43.176691,131.933565,
482,43.17761,131.930464,
483,43.171009,131.932547,
484,43.172076,131.927728,
485,43.170975,131.925304,
486,43.17348,131.927125,
487,43.181671,131.926523,
488,43.181336,131.915258,
489,43.184169,131.913674,
490,43.183082,131.919223,
491,43.178937,131.905686,
492,43.16778,131.902409,
493,43.171788,131.903873,
494,43.186859,131.909939,
495,43.174652,131.934315,
496,43.178161,131.908657,
497,43.184484,131.908818,
498,43.170532,131.899301,
499,43.170412,131.900807,
500,43.174014,131.902534,
501,43.163343,131.904269,
502,43.164236,131.904837,
503,43.180331,131.913293,
504,43.189543,131.917103,
505,43.187221,131.913236,
506,43.193757,131.924801,
507,43.194392,131.922833,
508,43.187952,131.920117,
509,43.196887,131.923727,
510,43.197949,131.925794,
511,43.201699,131.927494,
512,43.199308,131.928813,
513,43.201649,131.925557,
514,43.200148,131.926526,
515,43.202731,131.928482,
516,43.199797,131.932817,
517,43.191876,131.915932,
518,43.179149,131.915244,
519,43.178501,131.914069,
520,43.178609,131.916966,
521,43.180508,131.920187,
522,43.136699,131.901176,
523,43.13524,131.905416,
524,43.132658,131.911871,
525,43.133564,131.911548,
526,43.132678,131.910557,
527,43.123509,131.925239,
528,43.143136,131.915501,
529,43.145517,131.917975,
530,43.145045,131.915262,
531,43.1479,131.91459,
532,43.145944,131.911161,
533,43.158027,131.937171,
534,43.141342,131.917665,
535,43.142662,131.912835,
536,43.143611,131.908857,
537,43.141771,131.910818,
538,43.140396,131.915114,
539,43.13897,131.916398,
540,43.127656,131.93649,
541,43.128587,131.934145,
542,43.121033,131.934983,
543,43.116701,131.933032,
544,43.127956,131.937618,
545,43.124694,131.934806,
546,43.12529,131.936116,
547,43.12574,131.936086,
548,43.151108,131.918084,
549,43.154209,131.918747,
550,43.151238,131.924469,
551,43.154574,131.934734,
552,43.154158,131.941454,
553,43.148626,131.920977,
554,43.152104,131.920468,
555,43.150097,131.919809,
556,43.101813,131.911681,
557,43.102688,131.915399,
558,43.10276,131.922786,
559,43.10319,131.927573,
560,43.091594,131.901784,
561,43.088306,131.88218,
562,43.092235,131.883128,
563,43.098475,131.887945,
564,43.088735,131.917892,
565,43.088689,131.9222,
566,43.087238,131.918605,
567,43.02598,131.889365,
568,43.035966,131.889165,
569,43.028607,131.89522,
570,43.11789,131.950655,
571,43.120074,131.946883,
572,43.122538,131.951667,
573,43.132173,131.939614,
574,43.13378,131.944838,
575,43.134219,131.937815,
576,43.13113,131.941954,
577,43.133752,131.941818,
578,43.15536,131.932656,
579,43.149632,131.931072,
580,43.152656,131.932404,
581,43.152215,131.934054,
582,43.161575,131.933838,
583,43.161699,131.93533,
584,43.179428,131.928323,
585,43.199706,131.959965,
586,43.205091,131.957471,
587,43.113546,131.955566,
588,43.108744,131.947719,
589,43.102552,131.954143,
590,43.105937,131.959694,
591,43.106001,131.957124,
592,43.11346,131.961529,
593,43.120228,131.959247,
594,43.10826,131.962088,
595,43.10802,131.950193,
596,43.106924,131.94625,
597,43.108279,131.941478,
598,43.106551,131.944898,
599,43.108035,131.944053,
600,43.110391,131.94336,
601,43.114713,131.958802,
602,43.100605,131.95645,
603,43.100865,131.963576,
604,43.112321,131.982,
605,43.103571,131.958482,
606,43.137795,131.957662,
607,43.137108,131.937138,
608,43.155989,131.938223,
609,43.191943,131.951749,
610,43.159628,131.962522,
611,43.184387,131.930681,
612,43.169694,131.944201,
613,43.191436,131.936038,
614,43.171838,131.956682,
615,43.178366,131.952221,
616,43.197553,131.959609,
617,43.174983,131.952465,
618,43.133394,131.98289,
619,43.119901,131.961771,
620,43.176152,131.940803,
621,43.176951,131.937354,
622,43.177898,131.942984,
623,43.186444,131.941898,
624,43.185525,131.953855,
625,43.163209,131.939914,
626,43.161749,131.940595,
627,43.142805,131.948277,
628,43.143714,131.955995,
629,43.15486,131.949043,
630,43.140269,131.941383,
631,43.149573,131.951997,
632,43.138455,131.942073,
633,43.144426,131.946319,
634,43.121996,131.983707,
635,43.104522,131.964729,
636,43.122949,131.961008,
637,43.146722,131.981169,
638,43.148096,131.967967,
639,43.14377,131.986803,
640,43.151284,131.978773,
641,43.138654,131.991367,
642,43.130698,131.947308,
643,43.138273,131.967643,
644,43.14278,131.972097,
645,43.144249,131.965332,
646,43.127838,131.954864,
647,43.126966,131.951026,
648,43.115762,131.972579,
649,43.115407,131.966608,
650,43.134016,131.972104,
651,43.130125,131.985261,
652,43.13087,131.96682,
653,43.148792,131.940396,
654,43.11982,132.027448,
655,43.118982,132.018374,
656,43.120238,132.00885,
657,43.116668,131.996972,
658,43.104286,131.903797,
659,43.057223,131.900522,
660,43.05827,131.891349,
661,43.062839,131.83351,
662,43.045269,131.892396,
663,43.012353,131.927617,
664,43.017616,131.909148,
665,43.056709,131.850544,
666,43.04651,131.869424,
667,43.060827,131.864363,
668,43.052006,131.876862,
669,43.027687,131.881355,
670,43.011585,131.896802,
671,43.135538,131.93122,
672,43.133824,131.929976,
673,43.132211,131.920958,
674,43.1291,131.921443,
675,43.127719,131.920814,
676,43.125851,131.923327,
